,year,minesite,pr,group,model,scenario
76,2160,Ekati_Mine,28.33,annual_decadals,GFDL-CM3,rcp45
77,2170,Ekati_Mine,27.92,annual_decadals,GFDL-CM3,rcp45
78,2180,Ekati_Mine,27.92,annual_decadals,GFDL-CM3,rcp45
79,2190,Ekati_Mine,27.25,annual_decadals,GFDL-CM3,rcp45
80,2200,Ekati_Mine,29.0,annual_decadals,GFDL-CM3,rcp45
81,2210,Ekati_Mine,28.42,annual_decadals,GFDL-CM3,rcp45
82,2220,Ekati_Mine,28.42,annual_decadals,GFDL-CM3,rcp45
83,2230,Ekati_Mine,30.08,annual_decadals,GFDL-CM3,rcp45
84,2240,Ekati_Mine,28.92,annual_decadals,GFDL-CM3,rcp45
85,2250,Ekati_Mine,26.42,annual_decadals,GFDL-CM3,rcp45
86,2260,Ekati_Mine,27.25,annual_decadals,GFDL-CM3,rcp45
87,2270,Ekati_Mine,28.58,annual_decadals,GFDL-CM3,rcp45
88,2280,Ekati_Mine,28.33,annual_decadals,GFDL-CM3,rcp45
89,2290,Ekati_Mine,28.75,annual_decadals,GFDL-CM3,rcp45
90,2000,Gahcho_Kue_Mine,25.42,annual_decadals,GFDL-CM3,rcp45
91,2010,Gahcho_Kue_Mine,25.5,annual_decadals,GFDL-CM3,rcp45
92,2020,Gahcho_Kue_Mine,25.58,annual_decadals,GFDL-CM3,rcp45
93,2030,Gahcho_Kue_Mine,26.33,annual_decadals,GFDL-CM3,rcp45
94,2040,Gahcho_Kue_Mine,26.75,annual_decadals,GFDL-CM3,rcp45
95,2050,Gahcho_Kue_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
96,2060,Gahcho_Kue_Mine,28.75,annual_decadals,GFDL-CM3,rcp45
97,2070,Gahcho_Kue_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
98,2080,Gahcho_Kue_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
99,2090,Gahcho_Kue_Mine,29.67,annual_decadals,GFDL-CM3,rcp45
100,2100,Gahcho_Kue_Mine,27.58,annual_decadals,GFDL-CM3,rcp45
101,2110,Gahcho_Kue_Mine,28.5,annual_decadals,GFDL-CM3,rcp45
102,2120,Gahcho_Kue_Mine,29.58,annual_decadals,GFDL-CM3,rcp45
103,2130,Gahcho_Kue_Mine,30.08,annual_decadals,GFDL-CM3,rcp45
104,2140,Gahcho_Kue_Mine,30.17,annual_decadals,GFDL-CM3,rcp45
105,2150,Gahcho_Kue_Mine,29.92,annual_decadals,GFDL-CM3,rcp45
106,2160,Gahcho_Kue_Mine,27.92,annual_decadals,GFDL-CM3,rcp45
107,2170,Gahcho_Kue_Mine,27.33,annual_decadals,GFDL-CM3,rcp45
108,2180,Gahcho_Kue_Mine,26.83,annual_decadals,GFDL-CM3,rcp45
109,2190,Gahcho_Kue_Mine,26.5,annual_decadals,GFDL-CM3,rcp45
110,2200,Gahcho_Kue_Mine,28.17,annual_decadals,GFDL-CM3,rcp45
111,2210,Gahcho_Kue_Mine,27.75,annual_decadals,GFDL-CM3,rcp45
112,2220,Gahcho_Kue_Mine,27.17,annual_decadals,GFDL-CM3,rcp45
113,2230,Gahcho_Kue_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
114,2240,Gahcho_Kue_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
115,2250,Gahcho_Kue_Mine,25.92,annual_decadals,GFDL-CM3,rcp45
116,2260,Gahcho_Kue_Mine,26.25,annual_decadals,GFDL-CM3,rcp45
117,2270,Gahcho_Kue_Mine,27.42,annual_decadals,GFDL-CM3,rcp45
118,2280,Gahcho_Kue_Mine,27.08,annual_decadals,GFDL-CM3,rcp45
119,2290,Gahcho_Kue_Mine,28.5,annual_decadals,GFDL-CM3,rcp45
120,2000,NICO_Mine,24.67,annual_decadals,GFDL-CM3,rcp45
121,2010,NICO_Mine,25.58,annual_decadals,GFDL-CM3,rcp45
122,2020,NICO_Mine,26.67,annual_decadals,GFDL-CM3,rcp45
123,2030,NICO_Mine,25.75,annual_decadals,GFDL-CM3,rcp45
124,2040,NICO_Mine,27.08,annual_decadals,GFDL-CM3,rcp45
125,2050,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
126,2060,NICO_Mine,29.25,annual_decadals,GFDL-CM3,rcp45
127,2070,NICO_Mine,27.42,annual_decadals,GFDL-CM3,rcp45
128,2080,NICO_Mine,30.25,annual_decadals,GFDL-CM3,rcp45
129,2090,NICO_Mine,29.25,annual_decadals,GFDL-CM3,rcp45
130,2100,NICO_Mine,28.83,annual_decadals,GFDL-CM3,rcp45
131,2110,NICO_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
132,2120,NICO_Mine,29.92,annual_decadals,GFDL-CM3,rcp45
133,2130,NICO_Mine,29.17,annual_decadals,GFDL-CM3,rcp45
134,2140,NICO_Mine,29.5,annual_decadals,GFDL-CM3,rcp45
135,2150,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
136,2160,NICO_Mine,26.92,annual_decadals,GFDL-CM3,rcp45
137,2170,NICO_Mine,26.33,annual_decadals,GFDL-CM3,rcp45
138,2180,NICO_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
139,2190,NICO_Mine,27.5,annual_decadals,GFDL-CM3,rcp45
140,2200,NICO_Mine,29.0,annual_decadals,GFDL-CM3,rcp45
141,2210,NICO_Mine,28.17,annual_decadals,GFDL-CM3,rcp45
142,2220,NICO_Mine,26.33,annual_decadals,GFDL-CM3,rcp45
143,2230,NICO_Mine,28.75,annual_decadals,GFDL-CM3,rcp45
144,2240,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
145,2250,NICO_Mine,28.17,annual_decadals,GFDL-CM3,rcp45
146,2260,NICO_Mine,28.58,annual_decadals,GFDL-CM3,rcp45
147,2270,NICO_Mine,29.25,annual_decadals,GFDL-CM3,rcp45
148,2280,NICO_Mine,28.08,annual_decadals,GFDL-CM3,rcp45
149,2290,NICO_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
150,2000,Pine_Point_Mine_(Tamerlane),31.75,annual_decadals,GFDL-CM3,rcp45
151,2010,Pine_Point_Mine_(Tamerlane),31.08,annual_decadals,GFDL-CM3,rcp45
152,2020,Pine_Point_Mine_(Tamerlane),33.25,annual_decadals,GFDL-CM3,rcp45
153,2030,Pine_Point_Mine_(Tamerlane),32.58,annual_decadals,GFDL-CM3,rcp45
154,2040,Pine_Point_Mine_(Tamerlane),32.58,annual_decadals,GFDL-CM3,rcp45
155,2050,Pine_Point_Mine_(Tamerlane),35.92,annual_decadals,GFDL-CM3,rcp45
156,2060,Pine_Point_Mine_(Tamerlane),37.5,annual_decadals,GFDL-CM3,rcp45
157,2070,Pine_Point_Mine_(Tamerlane),37.25,annual_decadals,GFDL-CM3,rcp45
158,2080,Pine_Point_Mine_(Tamerlane),37.58,annual_decadals,GFDL-CM3,rcp45
159,2090,Pine_Point_Mine_(Tamerlane),34.08,annual_decadals,GFDL-CM3,rcp45
160,2100,Pine_Point_Mine_(Tamerlane),35.17,annual_decadals,GFDL-CM3,rcp45
161,2110,Pine_Point_Mine_(Tamerlane),37.25,annual_decadals,GFDL-CM3,rcp45
162,2120,Pine_Point_Mine_(Tamerlane),37.25,annual_decadals,GFDL-CM3,rcp45
163,2130,Pine_Point_Mine_(Tamerlane),39.58,annual_decadals,GFDL-CM3,rcp45
164,2140,Pine_Point_Mine_(Tamerlane),38.67,annual_decadals,GFDL-CM3,rcp45
165,2150,Pine_Point_Mine_(Tamerlane),37.58,annual_decadals,GFDL-CM3,rcp45
166,2160,Pine_Point_Mine_(Tamerlane),35.08,annual_decadals,GFDL-CM3,rcp45
167,2170,Pine_Point_Mine_(Tamerlane),34.42,annual_decadals,GFDL-CM3,rcp45
168,2180,Pine_Point_Mine_(Tamerlane),37.17,annual_decadals,GFDL-CM3,rcp45
169,2190,Pine_Point_Mine_(Tamerlane),37.17,annual_decadals,GFDL-CM3,rcp45
170,2200,Pine_Point_Mine_(Tamerlane),37.08,annual_decadals,GFDL-CM3,rcp45
171,2210,Pine_Point_Mine_(Tamerlane),36.5,annual_decadals,GFDL-CM3,rcp45
172,2220,Pine_Point_Mine_(Tamerlane),34.42,annual_decadals,GFDL-CM3,rcp45
173,2230,Pine_Point_Mine_(Tamerlane),38.5,annual_decadals,GFDL-CM3,rcp45
174,2240,Pine_Point_Mine_(Tamerlane),38.17,annual_decadals,GFDL-CM3,rcp45
175,2250,Pine_Point_Mine_(Tamerlane),36.75,annual_decadals,GFDL-CM3,rcp45
176,2260,Pine_Point_Mine_(Tamerlane),39.83,annual_decadals,GFDL-CM3,rcp45
177,2270,Pine_Point_Mine_(Tamerlane),38.5,annual_decadals,GFDL-CM3,rcp45
178,2280,Pine_Point_Mine_(Tamerlane),36.83,annual_decadals,GFDL-CM3,rcp45
179,2290,Pine_Point_Mine_(Tamerlane),37.75,annual_decadals,GFDL-CM3,rcp45
180,2000,Prairie_Creek_Mine,44.08,annual_decadals,GFDL-CM3,rcp45
181,2010,Prairie_Creek_Mine,45.08,annual_decadals,GFDL-CM3,rcp45
182,2020,Prairie_Creek_Mine,49.5,annual_decadals,GFDL-CM3,rcp45
183,2030,Prairie_Creek_Mine,48.25,annual_decadals,GFDL-CM3,rcp45
184,2040,Prairie_Creek_Mine,51.67,annual_decadals,GFDL-CM3,rcp45
185,2050,Prairie_Creek_Mine,50.33,annual_decadals,GFDL-CM3,rcp45
186,2060,Prairie_Creek_Mine,54.0,annual_decadals,GFDL-CM3,rcp45
187,2070,Prairie_Creek_Mine,53.92,annual_decadals,GFDL-CM3,rcp45
188,2080,Prairie_Creek_Mine,53.42,annual_decadals,GFDL-CM3,rcp45
189,2090,Prairie_Creek_Mine,52.58,annual_decadals,GFDL-CM3,rcp45
190,2100,Prairie_Creek_Mine,52.83,annual_decadals,GFDL-CM3,rcp45
191,2110,Prairie_Creek_Mine,51.92,annual_decadals,GFDL-CM3,rcp45
192,2120,Prairie_Creek_Mine,56.25,annual_decadals,GFDL-CM3,rcp45
193,2130,Prairie_Creek_Mine,52.5,annual_decadals,GFDL-CM3,rcp45
194,2140,Prairie_Creek_Mine,48.83,annual_decadals,GFDL-CM3,rcp45
195,2150,Prairie_Creek_Mine,52.42,annual_decadals,GFDL-CM3,rcp45
196,2160,Prairie_Creek_Mine,52.92,annual_decadals,GFDL-CM3,rcp45
197,2170,Prairie_Creek_Mine,50.25,annual_decadals,GFDL-CM3,rcp45
198,2180,Prairie_Creek_Mine,51.08,annual_decadals,GFDL-CM3,rcp45
199,2190,Prairie_Creek_Mine,55.0,annual_decadals,GFDL-CM3,rcp45
200,2200,Prairie_Creek_Mine,49.92,annual_decadals,GFDL-CM3,rcp45
201,2210,Prairie_Creek_Mine,52.33,annual_decadals,GFDL-CM3,rcp45
202,2220,Prairie_Creek_Mine,52.58,annual_decadals,GFDL-CM3,rcp45
203,2230,Prairie_Creek_Mine,55.0,annual_decadals,GFDL-CM3,rcp45
204,2240,Prairie_Creek_Mine,50.92,annual_decadals,GFDL-CM3,rcp45
205,2250,Prairie_Creek_Mine,50.75,annual_decadals,GFDL-CM3,rcp45
206,2260,Prairie_Creek_Mine,52.83,annual_decadals,GFDL-CM3,rcp45
207,2270,Prairie_Creek_Mine,54.75,annual_decadals,GFDL-CM3,rcp45
208,2280,Prairie_Creek_Mine,51.42,annual_decadals,GFDL-CM3,rcp45
209,2290,Prairie_Creek_Mine,55.58,annual_decadals,GFDL-CM3,rcp45
210,2000,Snap_Lake_Mine,26.25,annual_decadals,GFDL-CM3,rcp45
211,2010,Snap_Lake_Mine,26.42,annual_decadals,GFDL-CM3,rcp45
212,2020,Snap_Lake_Mine,26.83,annual_decadals,GFDL-CM3,rcp45
213,2030,Snap_Lake_Mine,27.25,annual_decadals,GFDL-CM3,rcp45
214,2040,Snap_Lake_Mine,27.83,annual_decadals,GFDL-CM3,rcp45
215,2050,Snap_Lake_Mine,29.83,annual_decadals,GFDL-CM3,rcp45
216,2060,Snap_Lake_Mine,29.58,annual_decadals,GFDL-CM3,rcp45
217,2070,Snap_Lake_Mine,29.75,annual_decadals,GFDL-CM3,rcp45
218,2080,Snap_Lake_Mine,30.25,annual_decadals,GFDL-CM3,rcp45
219,2090,Snap_Lake_Mine,31.0,annual_decadals,GFDL-CM3,rcp45
220,2100,Snap_Lake_Mine,29.08,annual_decadals,GFDL-CM3,rcp45
221,2110,Snap_Lake_Mine,30.08,annual_decadals,GFDL-CM3,rcp45
222,2120,Snap_Lake_Mine,31.33,annual_decadals,GFDL-CM3,rcp45
223,2130,Snap_Lake_Mine,31.42,annual_decadals,GFDL-CM3,rcp45
224,2140,Snap_Lake_Mine,31.92,annual_decadals,GFDL-CM3,rcp45
225,2150,Snap_Lake_Mine,31.08,annual_decadals,GFDL-CM3,rcp45
226,2160,Snap_Lake_Mine,29.33,annual_decadals,GFDL-CM3,rcp45
227,2170,Snap_Lake_Mine,28.42,annual_decadals,GFDL-CM3,rcp45
228,2180,Snap_Lake_Mine,28.92,annual_decadals,GFDL-CM3,rcp45
229,2190,Snap_Lake_Mine,28.42,annual_decadals,GFDL-CM3,rcp45
230,2200,Snap_Lake_Mine,30.0,annual_decadals,GFDL-CM3,rcp45
231,2210,Snap_Lake_Mine,29.42,annual_decadals,GFDL-CM3,rcp45
232,2220,Snap_Lake_Mine,29.0,annual_decadals,GFDL-CM3,rcp45
233,2230,Snap_Lake_Mine,30.92,annual_decadals,GFDL-CM3,rcp45
234,2240,Snap_Lake_Mine,29.83,annual_decadals,GFDL-CM3,rcp45
235,2250,Snap_Lake_Mine,28.08,annual_decadals,GFDL-CM3,rcp45
236,2260,Snap_Lake_Mine,28.67,annual_decadals,GFDL-CM3,rcp45
237,2270,Snap_Lake_Mine,29.5,annual_decadals,GFDL-CM3,rcp45
238,2280,Snap_Lake_Mine,28.83,annual_decadals,GFDL-CM3,rcp45
239,2290,Snap_Lake_Mine,30.42,annual_decadals,GFDL-CM3,rcp45
0,2000,CanTung_Mine,48.67,annual_decadals,GFDL-CM3,rcp60
1,2010,CanTung_Mine,54.0,annual_decadals,GFDL-CM3,rcp60
2,2020,CanTung_Mine,54.17,annual_decadals,GFDL-CM3,rcp60
3,2030,CanTung_Mine,59.33,annual_decadals,GFDL-CM3,rcp60
4,2040,CanTung_Mine,61.17,annual_decadals,GFDL-CM3,rcp60
5,2050,CanTung_Mine,64.58,annual_decadals,GFDL-CM3,rcp60
6,2060,CanTung_Mine,63.83,annual_decadals,GFDL-CM3,rcp60
7,2070,CanTung_Mine,67.0,annual_decadals,GFDL-CM3,rcp60
8,2080,CanTung_Mine,68.08,annual_decadals,GFDL-CM3,rcp60
9,2090,CanTung_Mine,68.67,annual_decadals,GFDL-CM3,rcp60
10,2100,CanTung_Mine,64.92,annual_decadals,GFDL-CM3,rcp60
11,2000,Diavik_Mine,22.25,annual_decadals,GFDL-CM3,rcp60
12,2010,Diavik_Mine,25.0,annual_decadals,GFDL-CM3,rcp60
13,2020,Diavik_Mine,25.58,annual_decadals,GFDL-CM3,rcp60
14,2030,Diavik_Mine,26.42,annual_decadals,GFDL-CM3,rcp60
15,2040,Diavik_Mine,25.25,annual_decadals,GFDL-CM3,rcp60
16,2050,Diavik_Mine,26.83,annual_decadals,GFDL-CM3,rcp60
17,2060,Diavik_Mine,28.58,annual_decadals,GFDL-CM3,rcp60
18,2070,Diavik_Mine,28.67,annual_decadals,GFDL-CM3,rcp60
19,2080,Diavik_Mine,29.17,annual_decadals,GFDL-CM3,rcp60
20,2090,Diavik_Mine,27.25,annual_decadals,GFDL-CM3,rcp60
21,2100,Diavik_Mine,28.67,annual_decadals,GFDL-CM3,rcp60
22,2000,Ekati_Mine,21.83,annual_decadals,GFDL-CM3,rcp60
23,2010,Ekati_Mine,24.83,annual_decadals,GFDL-CM3,rcp60
24,2020,Ekati_Mine,25.42,annual_decadals,GFDL-CM3,rcp60
25,2030,Ekati_Mine,26.25,annual_decadals,GFDL-CM3,rcp60
26,2040,Ekati_Mine,25.25,annual_decadals,GFDL-CM3,rcp60
27,2050,Ekati_Mine,26.75,annual_decadals,GFDL-CM3,rcp60
28,2060,Ekati_Mine,28.67,annual_decadals,GFDL-CM3,rcp60
29,2070,Ekati_Mine,28.5,annual_decadals,GFDL-CM3,rcp60
30,2080,Ekati_Mine,28.92,annual_decadals,GFDL-CM3,rcp60
31,2090,Ekati_Mine,27.0,annual_decadals,GFDL-CM3,rcp60
32,2100,Ekati_Mine,28.42,annual_decadals,GFDL-CM3,rcp60
33,2000,Gahcho_Kue_Mine,23.58,annual_decadals,GFDL-CM3,rcp60
34,2010,Gahcho_Kue_Mine,25.33,annual_decadals,GFDL-CM3,rcp60
35,2020,Gahcho_Kue_Mine,25.83,annual_decadals,GFDL-CM3,rcp60
36,2030,Gahcho_Kue_Mine,26.58,annual_decadals,GFDL-CM3,rcp60
37,2040,Gahcho_Kue_Mine,25.5,annual_decadals,GFDL-CM3,rcp60
38,2050,Gahcho_Kue_Mine,27.33,annual_decadals,GFDL-CM3,rcp60
39,2060,Gahcho_Kue_Mine,29.0,annual_decadals,GFDL-CM3,rcp60
40,2070,Gahcho_Kue_Mine,28.92,annual_decadals,GFDL-CM3,rcp60
41,2080,Gahcho_Kue_Mine,29.5,annual_decadals,GFDL-CM3,rcp60
42,2090,Gahcho_Kue_Mine,27.08,annual_decadals,GFDL-CM3,rcp60
43,2100,Gahcho_Kue_Mine,30.58,annual_decadals,GFDL-CM3,rcp60
44,2000,NICO_Mine,22.33,annual_decadals,GFDL-CM3,rcp60
45,2010,NICO_Mine,25.33,annual_decadals,GFDL-CM3,rcp60
46,2020,NICO_Mine,25.58,annual_decadals,GFDL-CM3,rcp60
47,2030,NICO_Mine,26.25,annual_decadals,GFDL-CM3,rcp60
48,2040,NICO_Mine,25.92,annual_decadals,GFDL-CM3,rcp60
49,2050,NICO_Mine,28.67,annual_decadals,GFDL-CM3,rcp60
50,2060,NICO_Mine,28.33,annual_decadals,GFDL-CM3,rcp60
51,2070,NICO_Mine,28.75,annual_decadals,GFDL-CM3,rcp60
52,2080,NICO_Mine,29.33,annual_decadals,GFDL-CM3,rcp60
53,2090,NICO_Mine,27.67,annual_decadals,GFDL-CM3,rcp60
54,2100,NICO_Mine,30.42,annual_decadals,GFDL-CM3,rcp60
55,2000,Pine_Point_Mine_(Tamerlane),29.33,annual_decadals,GFDL-CM3,rcp60
56,2010,Pine_Point_Mine_(Tamerlane),30.92,annual_decadals,GFDL-CM3,rcp60
57,2020,Pine_Point_Mine_(Tamerlane),30.42,annual_decadals,GFDL-CM3,rcp60
58,2030,Pine_Point_Mine_(Tamerlane),32.08,annual_decadals,GFDL-CM3,rcp60
59,2040,Pine_Point_Mine_(Tamerlane),32.25,annual_decadals,GFDL-CM3,rcp60
60,2050,Pine_Point_Mine_(Tamerlane),34.42,annual_decadals,GFDL-CM3,rcp60
61,2060,Pine_Point_Mine_(Tamerlane),35.33,annual_decadals,GFDL-CM3,rcp60
62,2070,Pine_Point_Mine_(Tamerlane),36.92,annual_decadals,GFDL-CM3,rcp60
63,2080,Pine_Point_Mine_(Tamerlane),34.42,annual_decadals,GFDL-CM3,rcp60
64,2090,Pine_Point_Mine_(Tamerlane),36.17,annual_decadals,GFDL-CM3,rcp60
65,2100,Pine_Point_Mine_(Tamerlane),38.25,annual_decadals,GFDL-CM3,rcp60
66,2000,Prairie_Creek_Mine,42.25,annual_decadals,GFDL-CM3,rcp60
67,2010,Prairie_Creek_Mine,46.0,annual_decadals,GFDL-CM3,rcp60
68,2020,Prairie_Creek_Mine,43.25,annual_decadals,GFDL-CM3,rcp60
69,2030,Prairie_Creek_Mine,47.25,annual_decadals,GFDL-CM3,rcp60
70,2040,Prairie_Creek_Mine,50.17,annual_decadals,GFDL-CM3,rcp60
71,2050,Prairie_Creek_Mine,53.5,annual_decadals,GFDL-CM3,rcp60
72,2060,Prairie_Creek_Mine,51.67,annual_decadals,GFDL-CM3,rcp60
73,2070,Prairie_Creek_Mine,52.83,annual_decadals,GFDL-CM3,rcp60
74,2080,Prairie_Creek_Mine,52.0,annual_decadals,GFDL-CM3,rcp60
75,2090,Prairie_Creek_Mine,53.5,annual_decadals,GFDL-CM3,rcp60
76,2100,Prairie_Creek_Mine,51.33,annual_decadals,GFDL-CM3,rcp60
77,2000,Snap_Lake_Mine,24.33,annual_decadals,GFDL-CM3,rcp60
78,2010,Snap_Lake_Mine,26.42,annual_decadals,GFDL-CM3,rcp60
79,2020,Snap_Lake_Mine,26.92,annual_decadals,GFDL-CM3,rcp60
80,2030,Snap_Lake_Mine,27.67,annual_decadals,GFDL-CM3,rcp60
81,2040,Snap_Lake_Mine,26.25,annual_decadals,GFDL-CM3,rcp60
82,2050,Snap_Lake_Mine,28.75,annual_decadals,GFDL-CM3,rcp60
83,2060,Snap_Lake_Mine,30.33,annual_decadals,GFDL-CM3,rcp60
84,2070,Snap_Lake_Mine,30.25,annual_decadals,GFDL-CM3,rcp60
85,2080,Snap_Lake_Mine,30.83,annual_decadals,GFDL-CM3,rcp60
86,2090,Snap_Lake_Mine,28.83,annual_decadals,GFDL-CM3,rcp60
87,2100,Snap_Lake_Mine,32.0,annual_decadals,GFDL-CM3,rcp60
0,2000,CanTung_Mine,52.33,annual_decadals,IPSL-CM5A-LR,rcp60
1,2010,CanTung_Mine,48.58,annual_decadals,IPSL-CM5A-LR,rcp60
2,2020,CanTung_Mine,53.75,annual_decadals,IPSL-CM5A-LR,rcp60
3,2030,CanTung_Mine,50.83,annual_decadals,IPSL-CM5A-LR,rcp60
4,2040,CanTung_Mine,51.92,annual_decadals,IPSL-CM5A-LR,rcp60
5,2050,CanTung_Mine,52.33,annual_decadals,IPSL-CM5A-LR,rcp60
6,2060,CanTung_Mine,54.75,annual_decadals,IPSL-CM5A-LR,rcp60
7,2070,CanTung_Mine,53.0,annual_decadals,IPSL-CM5A-LR,rcp60
8,2080,CanTung_Mine,57.5,annual_decadals,IPSL-CM5A-LR,rcp60
9,2090,CanTung_Mine,59.83,annual_decadals,IPSL-CM5A-LR,rcp60
10,2100,CanTung_Mine,46.92,annual_decadals,IPSL-CM5A-LR,rcp60
11,2000,Diavik_Mine,23.75,annual_decadals,IPSL-CM5A-LR,rcp60
12,2010,Diavik_Mine,23.75,annual_decadals,IPSL-CM5A-LR,rcp60
13,2020,Diavik_Mine,22.0,annual_decadals,IPSL-CM5A-LR,rcp60
14,2030,Diavik_Mine,23.25,annual_decadals,IPSL-CM5A-LR,rcp60
15,2040,Diavik_Mine,23.58,annual_decadals,IPSL-CM5A-LR,rcp60
16,2050,Diavik_Mine,25.67,annual_decadals,IPSL-CM5A-LR,rcp60
17,2060,Diavik_Mine,25.25,annual_decadals,IPSL-CM5A-LR,rcp60
18,2070,Diavik_Mine,23.25,annual_decadals,IPSL-CM5A-LR,rcp60
19,2080,Diavik_Mine,23.25,annual_decadals,IPSL-CM5A-LR,rcp60
20,2090,Diavik_Mine,26.58,annual_decadals,IPSL-CM5A-LR,rcp60
21,2100,Diavik_Mine,23.33,annual_decadals,IPSL-CM5A-LR,rcp60
22,2000,Ekati_Mine,23.58,annual_decadals,IPSL-CM5A-LR,rcp60
23,2010,Ekati_Mine,23.58,annual_decadals,IPSL-CM5A-LR,rcp60
24,2020,Ekati_Mine,22.42,annual_decadals,IPSL-CM5A-LR,rcp60
25,2030,Ekati_Mine,23.25,annual_decadals,IPSL-CM5A-LR,rcp60
26,2040,Ekati_Mine,23.42,annual_decadals,IPSL-CM5A-LR,rcp60
27,2050,Ekati_Mine,25.5,annual_decadals,IPSL-CM5A-LR,rcp60
28,2060,Ekati_Mine,25.33,annual_decadals,IPSL-CM5A-LR,rcp60
29,2070,Ekati_Mine,23.25,annual_decadals,IPSL-CM5A-LR,rcp60
30,2080,Ekati_Mine,23.25,annual_decadals,IPSL-CM5A-LR,rcp60
31,2090,Ekati_Mine,26.5,annual_decadals,IPSL-CM5A-LR,rcp60
32,2100,Ekati_Mine,23.33,annual_decadals,IPSL-CM5A-LR,rcp60
33,2000,Gahcho_Kue_Mine,24.67,annual_decadals,IPSL-CM5A-LR,rcp60
34,2010,Gahcho_Kue_Mine,24.67,annual_decadals,IPSL-CM5A-LR,rcp60
35,2020,Gahcho_Kue_Mine,23.08,annual_decadals,IPSL-CM5A-LR,rcp60
36,2030,Gahcho_Kue_Mine,24.08,annual_decadals,IPSL-CM5A-LR,rcp60
37,2040,Gahcho_Kue_Mine,23.67,annual_decadals,IPSL-CM5A-LR,rcp60
38,2050,Gahcho_Kue_Mine,26.5,annual_decadals,IPSL-CM5A-LR,rcp60
39,2060,Gahcho_Kue_Mine,26.75,annual_decadals,IPSL-CM5A-LR,rcp60
40,2070,Gahcho_Kue_Mine,23.58,annual_decadals,IPSL-CM5A-LR,rcp60
41,2080,Gahcho_Kue_Mine,24.75,annual_decadals,IPSL-CM5A-LR,rcp60
42,2090,Gahcho_Kue_Mine,26.75,annual_decadals,IPSL-CM5A-LR,rcp60
43,2100,Gahcho_Kue_Mine,26.42,annual_decadals,IPSL-CM5A-LR,rcp60
44,2000,NICO_Mine,25.83,annual_decadals,IPSL-CM5A-LR,rcp60
45,2010,NICO_Mine,22.92,annual_decadals,IPSL-CM5A-LR,rcp60
46,2020,NICO_Mine,23.33,annual_decadals,IPSL-CM5A-LR,rcp60
47,2030,NICO_Mine,24.58,annual_decadals,IPSL-CM5A-LR,rcp60
48,2040,NICO_Mine,23.17,annual_decadals,IPSL-CM5A-LR,rcp60
49,2050,NICO_Mine,25.83,annual_decadals,IPSL-CM5A-LR,rcp60
50,2060,NICO_Mine,25.75,annual_decadals,IPSL-CM5A-LR,rcp60
51,2070,NICO_Mine,24.0,annual_decadals,IPSL-CM5A-LR,rcp60
52,2080,NICO_Mine,23.5,annual_decadals,IPSL-CM5A-LR,rcp60
53,2090,NICO_Mine,28.5,annual_decadals,IPSL-CM5A-LR,rcp60
54,2100,NICO_Mine,19.33,annual_decadals,IPSL-CM5A-LR,rcp60
55,2000,Pine_Point_Mine_(Tamerlane),30.67,annual_decadals,IPSL-CM5A-LR,rcp60
56,2010,Pine_Point_Mine_(Tamerlane),29.75,annual_decadals,IPSL-CM5A-LR,rcp60
57,2020,Pine_Point_Mine_(Tamerlane),29.5,annual_decadals,IPSL-CM5A-LR,rcp60
58,2030,Pine_Point_Mine_(Tamerlane),32.25,annual_decadals,IPSL-CM5A-LR,rcp60
59,2040,Pine_Point_Mine_(Tamerlane),25.33,annual_decadals,IPSL-CM5A-LR,rcp60
60,2050,Pine_Point_Mine_(Tamerlane),30.67,annual_decadals,IPSL-CM5A-LR,rcp60
61,2060,Pine_Point_Mine_(Tamerlane),31.58,annual_decadals,IPSL-CM5A-LR,rcp60
62,2070,Pine_Point_Mine_(Tamerlane),28.08,annual_decadals,IPSL-CM5A-LR,rcp60
63,2080,Pine_Point_Mine_(Tamerlane),31.25,annual_decadals,IPSL-CM5A-LR,rcp60
64,2090,Pine_Point_Mine_(Tamerlane),33.5,annual_decadals,IPSL-CM5A-LR,rcp60
65,2100,Pine_Point_Mine_(Tamerlane),31.17,annual_decadals,IPSL-CM5A-LR,rcp60
66,2000,Prairie_Creek_Mine,42.75,annual_decadals,IPSL-CM5A-LR,rcp60
67,2010,Prairie_Creek_Mine,40.25,annual_decadals,IPSL-CM5A-LR,rcp60
68,2020,Prairie_Creek_Mine,45.08,annual_decadals,IPSL-CM5A-LR,rcp60
69,2030,Prairie_Creek_Mine,40.92,annual_decadals,IPSL-CM5A-LR,rcp60
70,2040,Prairie_Creek_Mine,40.75,annual_decadals,IPSL-CM5A-LR,rcp60
71,2050,Prairie_Creek_Mine,41.67,annual_decadals,IPSL-CM5A-LR,rcp60
